kbo_player_id,team,player_name,position_group,source_level,sample,seasons,contact,power,plate_discipline,bat_control,timing,bunt,speed,baserunning_judgment,fielding_range,catching,throwing_power,throwing_accuracy,fielding_judgment,composure,leadership,aggressiveness,pitcher_velocity,pitcher_stuff,pitcher_command,pitcher_movement,pitcher_stamina,pitcher_pitchability,pitcher_strikeout,pitcher_walk_control,pitcher_composure,pitch_four_seam,pitch_sinker,pitch_cutter,pitch_changeup,pitch_slider,pitch_curve,pitch_splitter,pitch_sweeper,pitch_knuckleball,formula_version
69100,LG 트윈스,구본혁,IF,KBO_2024_2025,786,2024+2025,15,10,13,15,14,1,13,13,13,14,16,15,14,13,10,11,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
64793,LG 트윈스,김민수,IF,KBO_2024_2025,8,2024,11,11,11,11,11,1,10,10,9,9,9,9,9,9,10,9,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
69105,LG 트윈스,김성진,IF,KBO_2024_2025,16,2024,11,11,11,11,11,1,10,10,9,9,9,9,9,9,8,9,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
66162,LG 트윈스,김주성,IF,KBO_2024_2025,26,2024+2025,11,11,12,11,11,1,11,11,11,11,11,11,11,11,9,11,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
69102,LG 트윈스,문보경,IF,KBO_2024_2025,1209,2024+2025,15,17,16,14,15,1,10,11,13,12,11,10,11,15,11,12,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
52121,LG 트윈스,문정빈,IF,KBO_2024_2025,33,2025,9,11,9,10,10,1,11,10,11,12,11,12,11,10,7,11,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
54156,LG 트윈스,손용준,IF,KBO_2024_2025,16,2025,10,10,10,10,10,1,11,11,11,11,11,11,11,10,8,11,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
65207,LG 트윈스,신민재,IF,KBO_2024_2025,1012,2024+2025,17,10,16,16,16,1,14,13,10,12,15,11,10,14,12,10,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
53123,LG 트윈스,오스틴,IF,KBO_2024_2025,1103,2024+2025,17,18,16,15,16,1,12,13,11,12,12,11,10,14,13,13,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
79109,LG 트윈스,오지환,IF,KBO_2024_2025,900,2024+2025,11,16,12,11,12,1,14,12,14,13,14,15,15,12,14,13,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
51100,LG 트윈스,이영빈,IF,KBO_2024_2025,146,2024+2025,9,12,8,9,9,1,12,12,12,13,10,13,12,10,8,12,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
55165,LG 트윈스,이태훈,IF,FUTURES_2024_2025,223,2025,9,8,8,8,8,1,9,10,9,9,9,9,9,8,6,9,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
50054,LG 트윈스,천성호,IF,KBO_2024_2025,454,2024+2025,13,11,11,13,12,1,14,12,13,11,9,10,13,12,9,11,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
76290,LG 트윈스,김현수,OF,KBO_2024_2025,1135,2024+2025,17,15,15,16,15,1,12,14,12,11,15,8,10,15,15,11,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
54166,LG 트윈스,김현종,OF,KBO_2024_2025,22,2024+2025,11,11,11,11,11,1,10,11,11,11,11,11,11,11,7,11,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
68119,LG 트윈스,문성주,OF,KBO_2024_2025,903,2024+2025,17,10,15,15,16,1,13,12,13,12,11,11,13,14,11,10,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
55164,LG 트윈스,박관우,OF,KBO_2024_2025,58,2025,11,13,10,11,11,1,10,10,11,10,10,10,11,11,6,11,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
62415,LG 트윈스,박해민,OF,KBO_2024_2025,1097,2024+2025,14,10,16,14,14,1,15,14,14,12,12,13,15,15,15,11,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
55160,LG 트윈스,서영준,OF,FUTURES_2024_2025,195,2025,10,12,8,9,10,1,9,9,9,9,9,9,9,8,5,11,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
68110,LG 트윈스,송찬의,OF,KBO_2024_2025,187,2024+2025,8,12,9,8,9,1,12,12,13,12,13,11,13,10,9,12,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
65115,LG 트윈스,안익훈,OF,KBO_2024_2025,56,2024,9,9,10,9,10,1,10,11,9,9,9,9,9,9,9,9,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
65905,LG 트윈스,최승민,OF,KBO_2024_2025,22,2024+2025,11,10,11,11,11,1,11,11,11,11,11,11,11,11,10,11,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
52103,LG 트윈스,최원영,OF,KBO_2024_2025,156,2024+2025,13,9,8,12,11,1,12,12,11,11,9,10,9,10,7,11,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
50108,LG 트윈스,함창건,OF,KBO_2024_2025,53,2024+2025,9,9,10,9,10,1,10,10,12,12,10,12,11,11,8,10,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
66108,LG 트윈스,홍창기,OF,KBO_2024_2025,852,2024+2025,16,9,16,14,14,1,12,12,8,11,11,13,10,14,12,10,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
77263,LG 트윈스,김강률,P,KBO_2024_2025,238,2024+2025,,,,,,,,,,,,,,,,,11,12,11,15,9,12,11,9,14,10,,,,10,10,,,,kbo-player-abilities-2024-2025-v1
66145,LG 트윈스,김대현,P,KBO_2024_2025,155,2024,,,,,,,,,,,,,,,,,8,8,8,9,9,8,8,7,11,,,,,,,,,,kbo-player-abilities-2024-2025-v1
55167,LG 트윈스,김영우,P,KBO_2024_2025,255,2025,,,,,,,,,,,,,,,,,16,14,12,15,10,13,14,9,15,10,,,,11,11,10,,,kbo-player-abilities-2024-2025-v1
68130,LG 트윈스,김영준,P,KBO_2024_2025,76,2024,,,,,,,,,,,,,,,,,8,10,8,10,10,9,9,8,9,,,,,,,,,,kbo-player-abilities-2024-2025-v1
64596,LG 트윈스,김유영,P,KBO_2024_2025,238,2024+2025,,,,,,,,,,,,,,,,,10,12,11,13,9,11,12,11,10,10,,,,10,,,,,kbo-player-abilities-2024-2025-v1
55122,LG 트윈스,김종운,P,KBO_2024_2025,7,2025,,,,,,,,,,,,,,,,,11,10,11,10,10,12,12,12,11,10,,,,,,,,,kbo-player-abilities-2024-2025-v1
65411,LG 트윈스,김주온,P,KBO_2024_2025,30,2024+2025,,,,,,,,,,,,,,,,,12,11,9,10,10,9,12,9,9,,,,,10,,,,,kbo-player-abilities-2024-2025-v1
75867,LG 트윈스,김진성,P,KBO_2024_2025,585,2024+2025,,,,,,,,,,,,,,,,,10,13,14,11,11,15,15,14,15,10,,,,10,,11,,,kbo-player-abilities-2024-2025-v1
51154,LG 트윈스,김진수,P,KBO_2024_2025,85,2024+2025,,,,,,,,,,,,,,,,,12,10,11,8,10,11,12,14,9,10,,,10,,10,,,,kbo-player-abilities-2024-2025-v1
53139,LG 트윈스,박명근,P,KBO_2024_2025,288,2024+2025,,,,,,,,,,,,,,,,,12,10,11,10,9,11,10,12,11,10,,,10,,10,,,,kbo-player-abilities-2024-2025-v1
55121,LG 트윈스,박시원,P,KBO_2024_2025,9,2025,,,,,,,,,,,,,,,,,15,10,10,11,10,9,10,8,10,10,,,,,,,,,kbo-player-abilities-2024-2025-v1
63145,LG 트윈스,배재준,P,KBO_2024_2025,56,2025,,,,,,,,,,,,,,,,,14,12,11,13,10,13,14,10,12,10,,,,10,10,10,,,kbo-player-abilities-2024-2025-v1
65109,LG 트윈스,백승현,P,KBO_2024_2025,281,2024+2025,,,,,,,,,,,,,,,,,12,10,7,12,9,8,10,5,9,10,,,,10,,10,,,kbo-player-abilities-2024-2025-v1
68159,LG 트윈스,성동현,P,KBO_2024_2025,53,2024+2025,,,,,,,,,,,,,,,,,12,9,9,9,9,8,9,8,8,9,,,,10,,10,,,kbo-player-abilities-2024-2025-v1
67143,LG 트윈스,손주영,P,KBO_2024_2025,1281,2024+2025,,,,,,,,,,,,,,,,,11,13,14,15,17,15,14,15,16,11,,10,10,10,11,10,,,kbo-player-abilities-2024-2025-v1
51111,LG 트윈스,송승기,P,KBO_2024_2025,629,2025,,,,,,,,,,,,,,,,,11,13,14,11,17,14,13,15,15,11,,,10,10,10,10,,,kbo-player-abilities-2024-2025-v1
61411,LG 트윈스,심창민,P,FUTURES_2024_2025,148,2024+2025,,,,,,,,,,,,,,,,,8,12,6,11,7,9,13,5,6,,,,,,,,,,kbo-player-abilities-2024-2025-v1
51526,LG 트윈스,우강훈,P,KBO_2024_2025,103,2024+2025,,,,,,,,,,,,,,,,,12,10,10,12,10,9,9,10,11,10,,,,,10,10,,,kbo-player-abilities-2024-2025-v1
50106,LG 트윈스,유영찬,P,KBO_2024_2025,463,2024+2025,,,,,,,,,,,,,,,,,13,15,11,15,11,14,17,8,16,10,,,,11,,11,,,kbo-player-abilities-2024-2025-v1
61145,LG 트윈스,이우찬,P,KBO_2024_2025,258,2024+2025,,,,,,,,,,,,,,,,,10,13,9,14,9,12,13,7,13,9,,,,10,10,10,,,kbo-player-abilities-2024-2025-v1
69134,LG 트윈스,이정용,P,KBO_2024_2025,139,2025,,,,,,,,,,,,,,,,,11,12,12,11,10,12,11,13,12,10,,,,10,10,10,,,kbo-player-abilities-2024-2025-v1
50904,LG 트윈스,이종준,P,KBO_2024_2025,125,2024+2025,,,,,,,,,,,,,,,,,12,12,11,12,10,12,14,11,13,10,,,,,,,,,kbo-player-abilities-2024-2025-v1
69108,LG 트윈스,이지강,P,KBO_2024_2025,461,2024+2025,,,,,,,,,,,,,,,,,12,11,10,12,11,11,11,10,10,10,,10,10,10,10,10,,,kbo-player-abilities-2024-2025-v1
61101,LG 트윈스,임찬규,P,KBO_2024_2025,1247,2024+2025,,,,,,,,,,,,,,,,,8,12,16,14,18,15,9,17,16,10,,10,11,10,10,,,,kbo-player-abilities-2024-2025-v1
63950,LG 트윈스,장현식,P,KBO_2024_2025,565,2024+2025,,,,,,,,,,,,,,,,,12,11,11,11,11,11,10,12,11,10,,,,11,,10,,,kbo-player-abilities-2024-2025-v1
69159,LG 트윈스,정우영,P,KBO_2024_2025,121,2024+2025,,,,,,,,,,,,,,,,,12,11,10,10,9,10,12,9,9,,10,,,,,,,,kbo-player-abilities-2024-2025-v1
54148,LG 트윈스,진우영,P,KBO_2024_2025,35,2024,,,,,,,,,,,,,,,,,8,12,10,12,11,11,13,8,12,,,,,,,,,,kbo-player-abilities-2024-2025-v1
68419,LG 트윈스,최채흥,P,KBO_2024_2025,228,2024+2025,,,,,,,,,,,,,,,,,7,9,10,9,12,9,9,11,10,10,,,10,10,10,,,,kbo-player-abilities-2024-2025-v1
55163,LG 트윈스,추세현,P,FUTURES_2024_2025,15,2025,,,,,,,,,,,,,,,,,8,9,7,9,7,8,10,7,8,,,,,,,,,,kbo-player-abilities-2024-2025-v1
55146,LG 트윈스,치리노스,P,KBO_2024_2025,737,2025,,,,,,,,,,,,,,,,,13,13,16,15,17,16,11,17,17,10,10,,,11,,11,10,,kbo-player-abilities-2024-2025-v1
55130,LG 트윈스,톨허스트,P,KBO_2024_2025,184,2025,,,,,,,,,,,,,,,,,12,14,13,15,15,14,15,13,15,11,,10,,10,10,10,,,kbo-player-abilities-2024-2025-v1
63248,LG 트윈스,함덕주,P,KBO_2024_2025,167,2024+2025,,,,,,,,,,,,,,,,,8,13,10,14,10,12,14,7,11,10,,,10,10,,,,,kbo-player-abilities-2024-2025-v1
53102,LG 트윈스,허용주,P,FUTURES_2024_2025,100,2024+2025,,,,,,,,,,,,,,,,,8,9,9,10,8,9,9,8,9,,,,,,,,,,kbo-player-abilities-2024-2025-v1
52119,LG 트윈스,허준혁,P,FUTURES_2024_2025,322,2024+2025,,,,,,,,,,,,,,,,,8,9,9,7,8,9,10,8,11,,,,,,,,,,kbo-player-abilities-2024-2025-v1
51903,NC 다이노스,김정호,C,KBO_2024_2025,11,2025,10,10,10,11,11,1,11,11,11,11,11,11,11,11,9,11,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
68912,NC 다이노스,김형준,C,KBO_2024_2025,829,2024+2025,9,16,13,8,9,1,12,13,12,13,15,13,12,11,10,13,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
62244,NC 다이노스,박세혁,C,KBO_2024_2025,264,2024+2025,9,11,9,9,9,1,12,13,11,10,10,9,11,12,13,12,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
64022,NC 다이노스,안중열,C,KBO_2024_2025,85,2024+2025,9,11,13,11,9,1,10,10,10,10,11,10,10,11,10,10,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
54905,NC 다이노스,김세훈,IF,KBO_2024_2025,5,2024,11,12,12,11,11,1,10,10,9,9,9,9,9,9,7,10,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
51907,NC 다이노스,김주원,IF,KBO_2024_2025,1099,2024+2025,15,16,15,14,15,1,15,14,11,11,11,9,9,13,10,13,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
50902,NC 다이노스,김한별,IF,KBO_2024_2025,122,2024+2025,13,9,10,13,13,1,11,11,11,11,11,12,12,12,8,11,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
51344,NC 다이노스,김휘집,IF,KBO_2024_2025,1062,2024+2025,13,16,13,13,12,1,13,13,11,10,10,10,11,12,10,13,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
54944,NC 다이노스,데이비슨,IF,KBO_2024_2025,1006,2024+2025,14,17,9,11,13,1,10,12,11,12,12,12,11,11,13,13,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
66965,NC 다이노스,도태훈,IF,KBO_2024_2025,279,2024+2025,10,11,13,11,10,1,12,13,13,11,10,10,12,11,11,12,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
62907,NC 다이노스,박민우,IF,KBO_2024_2025,996,2024+2025,17,14,14,16,16,1,15,13,14,12,15,11,13,14,14,12,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
69995,NC 다이노스,서호철,IF,KBO_2024_2025,859,2024+2025,13,10,6,12,11,1,12,12,9,8,14,8,9,10,11,12,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
50901,NC 다이노스,안인산,IF,KBO_2024_2025,7,2025,11,11,11,11,11,1,11,11,11,11,11,11,11,11,8,11,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
68904,NC 다이노스,오영수,IF,KBO_2024_2025,213,2024+2025,10,12,14,11,10,1,13,12,11,11,11,11,11,12,8,11,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
51996,NC 다이노스,오태양,IF,KBO_2024_2025,13,2025,10,10,10,11,11,1,11,11,11,11,12,11,11,11,8,11,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
55993,NC 다이노스,장창훈,IF,FUTURES_2024_2025,58,2025,8,7,9,9,8,1,9,9,9,9,9,9,9,9,7,9,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
69992,NC 다이노스,최정원,IF,KBO_2024_2025,310,2024+2025,14,9,14,13,13,1,15,14,12,13,14,13,12,13,8,10,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
50903,NC 다이노스,한재환,IF,KBO_2024_2025,40,2024+2025,10,9,10,9,9,1,11,10,11,11,11,11,11,11,8,10,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
50600,NC 다이노스,홍종표,IF,KBO_2024_2025,200,2024+2025,8,8,9,9,9,1,13,12,12,11,11,11,12,11,8,10,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
54908,NC 다이노스,고승완,OF,KBO_2024_2025,11,2025,11,11,11,11,11,1,11,11,11,11,11,11,11,11,8,11,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
63963,NC 다이노스,권희동,OF,KBO_2024_2025,967,2024+2025,14,14,18,13,14,1,11,11,9,11,13,11,8,13,13,10,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
69980,NC 다이노스,김범준,OF,KBO_2024_2025,6,2024+2025,11,11,11,11,11,1,11,11,11,11,11,11,11,11,8,11,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
79215,NC 다이노스,박건우,OF,KBO_2024_2025,804,2024+2025,17,15,15,16,15,1,12,12,11,9,13,9,13,15,15,12,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
50996,NC 다이노스,박시원,OF,KBO_2024_2025,218,2024+2025,9,10,10,9,9,1,12,13,11,12,10,12,11,11,8,11,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
50906,NC 다이노스,박영빈,OF,KBO_2024_2025,12,2024+2025,11,11,11,11,11,1,11,11,11,11,11,11,11,11,9,11,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
69203,NC 다이노스,송승환,OF,KBO_2024_2025,20,2024+2025,10,10,9,11,11,1,11,11,11,11,11,11,11,11,8,11,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
63260,NC 다이노스,이우성,OF,KBO_2024_2025,786,2024+2025,13,13,13,12,12,1,12,12,12,12,15,9,9,11,11,11,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
67905,NC 다이노스,천재환,OF,KBO_2024_2025,530,2024+2025,12,13,9,12,12,1,14,14,12,10,11,10,12,11,11,13,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
66606,NC 다이노스,최원준,OF,KBO_2024_2025,957,2024+2025,13,12,10,14,13,1,15,13,9,10,14,10,9,11,11,12,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
64101,NC 다이노스,한석현,OF,KBO_2024_2025,214,2024+2025,10,13,11,11,10,1,12,12,12,11,13,11,11,11,10,11,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
65933,NC 다이노스,구창모,P,KBO_2024_2025,59,2025,,,,,,,,,,,,,,,,,10,13,13,13,12,14,15,14,14,10,,,,10,,10,,,kbo-player-abilities-2024-2025-v1
52995,NC 다이노스,김녹원,P,KBO_2024_2025,327,2025,,,,,,,,,,,,,,,,,12,8,8,7,13,6,5,6,7,10,,,10,10,10,,,,kbo-player-abilities-2024-2025-v1
54913,NC 다이노스,김민규,P,KBO_2024_2025,53,2024+2025,,,,,,,,,,,,,,,,,9,10,10,12,9,10,9,9,11,,10,,,10,,,,,kbo-player-abilities-2024-2025-v1
68900,NC 다이노스,김영규,P,KBO_2024_2025,372,2024+2025,,,,,,,,,,,,,,,,,11,13,13,13,11,14,12,13,15,10,,,,10,,10,,,kbo-player-abilities-2024-2025-v1
64580,NC 다이노스,김재열,P,KBO_2024_2025,395,2024+2025,,,,,,,,,,,,,,,,,9,10,9,7,10,8,10,8,9,10,,10,,10,10,10,,,kbo-player-abilities-2024-2025-v1
67954,NC 다이노스,김진호,P,KBO_2024_2025,328,2024+2025,,,,,,,,,,,,,,,,,12,13,9,14,11,12,15,6,14,10,,,10,10,,,,,kbo-player-abilities-2024-2025-v1
50992,NC 다이노스,김태경,P,KBO_2024_2025,62,2025,,,,,,,,,,,,,,,,,8,9,9,8,11,8,10,9,7,10,,,,10,9,10,,,kbo-player-abilities-2024-2025-v1
67956,NC 다이노스,김태현,P,KBO_2024_2025,67,2024+2025,,,,,,,,,,,,,,,,,8,9,10,9,9,9,10,10,9,10,,,,10,,,,,kbo-player-abilities-2024-2025-v1
55995,NC 다이노스,김태훈,P,KBO_2024_2025,94,2025,,,,,,,,,,,,,,,,,13,9,9,8,10,7,6,7,9,10,,,,10,,,,,kbo-player-abilities-2024-2025-v1
55903,NC 다이노스,라일리,P,KBO_2024_2025,709,2025,,,,,,,,,,,,,,,,,14,15,15,12,17,17,17,15,17,12,,,,11,11,11,,,kbo-player-abilities-2024-2025-v1
55912,NC 다이노스,로건,P,KBO_2024_2025,770,2025,,,,,,,,,,,,,,,,,10,12,13,11,17,13,13,13,13,11,10,10,10,10,10,,10,,kbo-player-abilities-2024-2025-v1
65949,NC 다이노스,류진욱,P,KBO_2024_2025,469,2024+2025,,,,,,,,,,,,,,,,,12,13,12,12,11,13,14,11,14,10,,10,,,,10,,,kbo-player-abilities-2024-2025-v1
53973,NC 다이노스,목지훈,P,KBO_2024_2025,332,2024+2025,,,,,,,,,,,,,,,,,11,9,7,10,14,7,8,6,7,10,10,,,10,10,10,,,kbo-player-abilities-2024-2025-v1
68097,NC 다이노스,박주현,P,KBO_2024_2025,13,2024,,,,,,,,,,,,,,,,,8,11,11,11,9,11,11,11,12,,,,,,,,,,kbo-player-abilities-2024-2025-v1
64995,NC 다이노스,배재환,P,KBO_2024_2025,362,2024+2025,,,,,,,,,,,,,,,,,12,12,9,13,10,10,11,7,11,9,,,,10,,10,,,kbo-player-abilities-2024-2025-v1
66068,NC 다이노스,서의태,P,KBO_2024_2025,34,2024,,,,,,,,,,,,,,,,,8,9,7,10,9,8,9,7,10,,,,,,,,,,kbo-player-abilities-2024-2025-v1
67962,NC 다이노스,소이현,P,KBO_2024_2025,55,2024+2025,,,,,,,,,,,,,,,,,9,10,10,12,10,9,9,8,11,10,,10,10,10,,,,,kbo-player-abilities-2024-2025-v1
54904,NC 다이노스,손주환,P,KBO_2024_2025,240,2024+2025,,,,,,,,,,,,,,,,,13,10,12,11,11,12,10,13,12,10,,,,11,,10,,,kbo-player-abilities-2024-2025-v1
68902,NC 다이노스,신민혁,P,KBO_2024_2025,1092,2024+2025,,,,,,,,,,,,,,,,,5,8,15,7,17,12,6,18,13,9,,10,10,,10,10,,,kbo-player-abilities-2024-2025-v1
53919,NC 다이노스,신영우,P,KBO_2024_2025,120,2024+2025,,,,,,,,,,,,,,,,,15,12,8,11,11,10,15,6,8,10,,,,11,10,,,,kbo-player-abilities-2024-2025-v1
54906,NC 다이노스,원종해,P,FUTURES_2024_2025,262,2024+2025,,,,,,,,,,,,,,,,,8,9,11,10,11,10,7,12,8,,,,,,,,,,kbo-player-abilities-2024-2025-v1
55997,NC 다이노스,이세민,P,FUTURES_2024_2025,150,2025,,,,,,,,,,,,,,,,,8,8,9,8,11,9,10,8,10,,,,,,,,,,kbo-player-abilities-2024-2025-v1
77211,NC 다이노스,이용찬,P,KBO_2024_2025,345,2024+2025,,,,,,,,,,,,,,,,,10,11,10,11,10,10,11,9,7,9,,,,10,10,10,,,kbo-player-abilities-2024-2025-v1
60263,NC 다이노스,이재학,P,KBO_2024_2025,462,2024,,,,,,,,,,,,,,,,,8,11,11,9,12,11,11,11,10,,,,,,,,,,kbo-player-abilities-2024-2025-v1
52992,NC 다이노스,이준혁,P,KBO_2024_2025,170,2025,,,,,,,,,,,,,,,,,11,9,9,7,12,9,10,9,8,9,,,9,10,10,,,,kbo-player-abilities-2024-2025-v1
54900,NC 다이노스,임상현,P,KBO_2024_2025,189,2024+2025,,,,,,,,,,,,,,,,,12,9,9,10,11,8,8,8,8,10,,,,,,,,,kbo-player-abilities-2024-2025-v1
63959,NC 다이노스,임정호,P,KBO_2024_2025,331,2024+2025,,,,,,,,,,,,,,,,,6,11,12,11,9,11,11,11,12,,10,,,10,10,10,,,kbo-player-abilities-2024-2025-v1
52902,NC 다이노스,임지민,P,KBO_2024_2025,20,2025,,,,,,,,,,,,,,,,,16,12,11,12,10,12,14,9,12,10,,,,10,,10,,,kbo-player-abilities-2024-2025-v1
69204,NC 다이노스,전루건,P,KBO_2024_2025,44,2024,,,,,,,,,,,,,,,,,8,8,7,11,9,7,7,7,9,,,,,,,,,,kbo-player-abilities-2024-2025-v1
69969,NC 다이노스,전사민,P,KBO_2024_2025,498,2024+2025,,,,,,,,,,,,,,,,,13,11,12,14,11,11,9,12,12,,10,,,10,,10,10,,kbo-player-abilities-2024-2025-v1
52903,NC 다이노스,조민석,P,KBO_2024_2025,61,2025,,,,,,,,,,,,,,,,,8,9,9,8,11,8,7,8,9,10,,,10,10,10,10,,,kbo-player-abilities-2024-2025-v1
66920,NC 다이노스,최성영,P,KBO_2024_2025,446,2024+2025,,,,,,,,,,,,,,,,,7,8,9,8,12,7,7,9,7,10,,,,10,10,10,,,kbo-player-abilities-2024-2025-v1
54903,NC 다이노스,최우석,P,KBO_2024_2025,112,2024+2025,,,,,,,,,,,,,,,,,12,11,10,11,10,11,13,10,9,10,,,10,10,,,,,kbo-player-abilities-2024-2025-v1
68639,NC 다이노스,하준영,P,KBO_2024_2025,33,2025,,,,,,,,,,,,,,,,,10,11,9,11,9,9,11,8,10,10,,,10,10,,,,,kbo-player-abilities-2024-2025-v1
55996,NC 다이노스,홍재문,P,FUTURES_2024_2025,109,2025,,,,,,,,,,,,,,,,,8,9,12,7,9,11,11,12,10,,,,,,,,,,kbo-player-abilities-2024-2025-v1
54810,SSG 랜더스,김규민,C,FUTURES_2024_2025,235,2024+2025,8,10,6,7,8,1,9,8,9,9,9,9,9,8,7,11,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
62864,SSG 랜더스,김민식,C,KBO_2024_2025,126,2024,9,10,12,9,10,1,9,9,9,9,9,9,9,9,11,9,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
66662,SSG 랜더스,신범수,C,KBO_2024_2025,68,2024+2025,11,12,12,11,11,1,10,10,11,11,11,12,11,11,9,11,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
55832,SSG 랜더스,이율예,C,KBO_2024_2025,13,2025,11,11,10,11,11,1,11,11,11,11,11,11,11,11,6,11,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
79456,SSG 랜더스,이지영,C,KBO_2024_2025,648,2024+2025,13,10,9,13,12,1,12,13,12,12,11,11,11,11,13,11,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
51865,SSG 랜더스,조형우,C,KBO_2024_2025,332,2024+2025,10,10,9,10,10,1,9,8,12,13,14,12,11,10,9,10,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
51868,SSG 랜더스,고명준,IF,KBO_2024_2025,866,2024+2025,14,15,8,12,13,1,11,12,13,13,13,13,14,11,10,14,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
50848,SSG 랜더스,김성민,IF,FUTURES_2024_2025,136,2024+2025,8,8,8,9,9,1,8,8,9,9,9,9,9,9,7,9,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
76802,SSG 랜더스,김성현,IF,KBO_2024_2025,304,2024+2025,11,9,14,11,11,1,11,12,11,11,13,10,10,12,12,10,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
67900,SSG 랜더스,김수윤,IF,KBO_2024_2025,22,2024+2025,9,9,10,10,10,1,11,11,11,11,11,10,11,11,9,11,,,,,,,,,,,,,,,,,,,kbo-player-abilities-2024-2025-v1
