kbo_player_id,team,player_name,position_group,column,before,after,delta,source_level,formula_version
55163,LG 트윈스,추세현,P,pitcher_command,6,7,1,FUTURES_2024_2025,kbo-player-abilities-2024-2025-v1
55163,LG 트윈스,추세현,P,pitcher_stamina,6,7,1,FUTURES_2024_2025,kbo-player-abilities-2024-2025-v1
55163,LG 트윈스,추세현,P,pitcher_strikeout,11,10,-1,FUTURES_2024_2025,kbo-player-abilities-2024-2025-v1
55163,LG 트윈스,추세현,P,pitcher_walk_control,5,7,2,FUTURES_2024_2025,kbo-player-abilities-2024-2025-v1
55146,LG 트윈스,치리노스,P,pitcher_command,15,16,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55146,LG 트윈스,치리노스,P,pitcher_movement,18,15,-3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55146,LG 트윈스,치리노스,P,pitcher_stamina,20,17,-3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55146,LG 트윈스,치리노스,P,pitcher_pitchability,17,16,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55146,LG 트윈스,치리노스,P,pitcher_strikeout,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55146,LG 트윈스,치리노스,P,pitcher_walk_control,19,17,-2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55146,LG 트윈스,치리노스,P,pitcher_composure,19,17,-2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55130,LG 트윈스,톨허스트,P,pitcher_stuff,15,14,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55130,LG 트윈스,톨허스트,P,pitcher_command,14,13,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55130,LG 트윈스,톨허스트,P,pitcher_movement,18,15,-3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55130,LG 트윈스,톨허스트,P,pitcher_stamina,18,15,-3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55130,LG 트윈스,톨허스트,P,pitcher_pitchability,17,14,-3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55130,LG 트윈스,톨허스트,P,pitcher_strikeout,18,15,-3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55130,LG 트윈스,톨허스트,P,pitcher_walk_control,14,13,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55130,LG 트윈스,톨허스트,P,pitcher_composure,18,15,-3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
63248,LG 트윈스,함덕주,P,pitcher_command,9,10,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
63248,LG 트윈스,함덕주,P,pitcher_movement,17,14,-3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
63248,LG 트윈스,함덕주,P,pitcher_stamina,9,10,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
63248,LG 트윈스,함덕주,P,pitcher_pitchability,13,12,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
63248,LG 트윈스,함덕주,P,pitcher_strikeout,17,14,-3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
63248,LG 트윈스,함덕주,P,pitcher_walk_control,3,7,4,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
63248,LG 트윈스,함덕주,P,pitcher_composure,12,11,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
53102,LG 트윈스,허용주,P,pitcher_stuff,12,9,-3,FUTURES_2024_2025,kbo-player-abilities-2024-2025-v1
53102,LG 트윈스,허용주,P,pitcher_command,10,9,-1,FUTURES_2024_2025,kbo-player-abilities-2024-2025-v1
53102,LG 트윈스,허용주,P,pitcher_movement,13,10,-3,FUTURES_2024_2025,kbo-player-abilities-2024-2025-v1
53102,LG 트윈스,허용주,P,pitcher_stamina,7,8,1,FUTURES_2024_2025,kbo-player-abilities-2024-2025-v1
53102,LG 트윈스,허용주,P,pitcher_pitchability,11,9,-2,FUTURES_2024_2025,kbo-player-abilities-2024-2025-v1
53102,LG 트윈스,허용주,P,pitcher_strikeout,11,9,-2,FUTURES_2024_2025,kbo-player-abilities-2024-2025-v1
53102,LG 트윈스,허용주,P,pitcher_walk_control,7,8,1,FUTURES_2024_2025,kbo-player-abilities-2024-2025-v1
53102,LG 트윈스,허용주,P,pitcher_composure,10,9,-1,FUTURES_2024_2025,kbo-player-abilities-2024-2025-v1
52119,LG 트윈스,허준혁,P,pitcher_stuff,7,9,2,FUTURES_2024_2025,kbo-player-abilities-2024-2025-v1
52119,LG 트윈스,허준혁,P,pitcher_command,6,9,3,FUTURES_2024_2025,kbo-player-abilities-2024-2025-v1
52119,LG 트윈스,허준혁,P,pitcher_movement,6,7,1,FUTURES_2024_2025,kbo-player-abilities-2024-2025-v1
52119,LG 트윈스,허준혁,P,pitcher_stamina,7,8,1,FUTURES_2024_2025,kbo-player-abilities-2024-2025-v1
52119,LG 트윈스,허준혁,P,pitcher_pitchability,8,9,1,FUTURES_2024_2025,kbo-player-abilities-2024-2025-v1
52119,LG 트윈스,허준혁,P,pitcher_strikeout,11,10,-1,FUTURES_2024_2025,kbo-player-abilities-2024-2025-v1
52119,LG 트윈스,허준혁,P,pitcher_walk_control,6,8,2,FUTURES_2024_2025,kbo-player-abilities-2024-2025-v1
51903,NC 다이노스,김정호,C,contact,9,10,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
51903,NC 다이노스,김정호,C,power,9,10,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
51903,NC 다이노스,김정호,C,plate_discipline,8,10,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
51903,NC 다이노스,김정호,C,bat_control,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
51903,NC 다이노스,김정호,C,timing,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
68912,NC 다이노스,김형준,C,contact,10,9,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
68912,NC 다이노스,김형준,C,power,17,16,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
68912,NC 다이노스,김형준,C,bat_control,9,8,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
68912,NC 다이노스,김형준,C,timing,11,9,-2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
68912,NC 다이노스,김형준,C,baserunning_judgment,12,13,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
62244,NC 다이노스,박세혁,C,contact,8,9,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
62244,NC 다이노스,박세혁,C,power,12,11,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
62244,NC 다이노스,박세혁,C,plate_discipline,8,9,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
62244,NC 다이노스,박세혁,C,bat_control,8,9,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
62244,NC 다이노스,박세혁,C,timing,10,9,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
62244,NC 다이노스,박세혁,C,speed,11,12,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
62244,NC 다이노스,박세혁,C,baserunning_judgment,12,13,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
64022,NC 다이노스,안중열,C,contact,8,9,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
64022,NC 다이노스,안중열,C,power,8,11,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
64022,NC 다이노스,안중열,C,plate_discipline,12,13,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
64022,NC 다이노스,안중열,C,bat_control,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
64022,NC 다이노스,안중열,C,timing,8,9,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
64022,NC 다이노스,안중열,C,baserunning_judgment,11,10,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
54905,NC 다이노스,김세훈,IF,power,13,12,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
54905,NC 다이노스,김세훈,IF,plate_discipline,13,12,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
54905,NC 다이노스,김세훈,IF,speed,9,10,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
54905,NC 다이노스,김세훈,IF,baserunning_judgment,9,10,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
51907,NC 다이노스,김주원,IF,contact,18,15,-3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
51907,NC 다이노스,김주원,IF,power,17,16,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
51907,NC 다이노스,김주원,IF,plate_discipline,16,15,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
51907,NC 다이노스,김주원,IF,bat_control,16,14,-2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
51907,NC 다이노스,김주원,IF,timing,16,15,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
51907,NC 다이노스,김주원,IF,speed,16,15,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
51907,NC 다이노스,김주원,IF,baserunning_judgment,12,14,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50902,NC 다이노스,김한별,IF,contact,14,13,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50902,NC 다이노스,김한별,IF,power,10,9,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50902,NC 다이노스,김한별,IF,timing,12,13,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50902,NC 다이노스,김한별,IF,baserunning_judgment,12,11,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
51344,NC 다이노스,김휘집,IF,contact,14,13,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
51344,NC 다이노스,김휘집,IF,power,17,16,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
51344,NC 다이노스,김휘집,IF,plate_discipline,12,13,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
51344,NC 다이노스,김휘집,IF,bat_control,14,13,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
51344,NC 다이노스,김휘집,IF,timing,13,12,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
51344,NC 다이노스,김휘집,IF,speed,14,13,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
51344,NC 다이노스,김휘집,IF,baserunning_judgment,12,13,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
54944,NC 다이노스,데이비슨,IF,contact,15,14,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
54944,NC 다이노스,데이비슨,IF,power,18,17,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
54944,NC 다이노스,데이비슨,IF,plate_discipline,10,9,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
54944,NC 다이노스,데이비슨,IF,baserunning_judgment,13,12,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
66965,NC 다이노스,도태훈,IF,contact,9,10,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
66965,NC 다이노스,도태훈,IF,power,12,11,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
66965,NC 다이노스,도태훈,IF,plate_discipline,10,13,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
66965,NC 다이노스,도태훈,IF,bat_control,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
66965,NC 다이노스,도태훈,IF,speed,13,12,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
66965,NC 다이노스,도태훈,IF,baserunning_judgment,11,13,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
62907,NC 다이노스,박민우,IF,contact,18,17,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
62907,NC 다이노스,박민우,IF,power,15,14,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
62907,NC 다이노스,박민우,IF,plate_discipline,15,14,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
62907,NC 다이노스,박민우,IF,bat_control,17,16,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
62907,NC 다이노스,박민우,IF,speed,16,15,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
62907,NC 다이노스,박민우,IF,baserunning_judgment,10,13,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69995,NC 다이노스,서호철,IF,contact,11,13,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69995,NC 다이노스,서호철,IF,power,8,10,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69995,NC 다이노스,서호철,IF,plate_discipline,5,6,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69995,NC 다이노스,서호철,IF,bat_control,10,12,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69995,NC 다이노스,서호철,IF,timing,9,11,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69995,NC 다이노스,서호철,IF,speed,14,12,-2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69995,NC 다이노스,서호철,IF,baserunning_judgment,11,12,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50901,NC 다이노스,안인산,IF,contact,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50901,NC 다이노스,안인산,IF,power,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50901,NC 다이노스,안인산,IF,plate_discipline,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50901,NC 다이노스,안인산,IF,bat_control,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
68904,NC 다이노스,오영수,IF,contact,11,10,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
68904,NC 다이노스,오영수,IF,plate_discipline,15,14,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
68904,NC 다이노스,오영수,IF,timing,11,10,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
68904,NC 다이노스,오영수,IF,speed,12,13,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
68904,NC 다이노스,오영수,IF,baserunning_judgment,11,12,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
51996,NC 다이노스,오태양,IF,contact,9,10,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
51996,NC 다이노스,오태양,IF,power,8,10,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
51996,NC 다이노스,오태양,IF,plate_discipline,9,10,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
51996,NC 다이노스,오태양,IF,bat_control,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
51996,NC 다이노스,오태양,IF,timing,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
51996,NC 다이노스,오태양,IF,speed,12,11,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
55993,NC 다이노스,장창훈,IF,contact,7,8,1,FUTURES_2024_2025,kbo-player-abilities-2024-2025-v1
55993,NC 다이노스,장창훈,IF,power,6,7,1,FUTURES_2024_2025,kbo-player-abilities-2024-2025-v1
55993,NC 다이노스,장창훈,IF,plate_discipline,8,9,1,FUTURES_2024_2025,kbo-player-abilities-2024-2025-v1
55993,NC 다이노스,장창훈,IF,timing,9,8,-1,FUTURES_2024_2025,kbo-player-abilities-2024-2025-v1
55993,NC 다이노스,장창훈,IF,speed,8,9,1,FUTURES_2024_2025,kbo-player-abilities-2024-2025-v1
69992,NC 다이노스,최정원,IF,contact,15,14,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69992,NC 다이노스,최정원,IF,plate_discipline,15,14,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69992,NC 다이노스,최정원,IF,bat_control,14,13,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69992,NC 다이노스,최정원,IF,timing,12,13,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69992,NC 다이노스,최정원,IF,speed,14,15,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69992,NC 다이노스,최정원,IF,baserunning_judgment,12,14,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50903,NC 다이노스,한재환,IF,contact,7,10,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50903,NC 다이노스,한재환,IF,power,7,9,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50903,NC 다이노스,한재환,IF,plate_discipline,9,10,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50903,NC 다이노스,한재환,IF,bat_control,7,9,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50903,NC 다이노스,한재환,IF,timing,7,9,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50903,NC 다이노스,한재환,IF,speed,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50903,NC 다이노스,한재환,IF,baserunning_judgment,11,10,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50600,NC 다이노스,홍종표,IF,contact,5,8,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50600,NC 다이노스,홍종표,IF,power,6,8,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50600,NC 다이노스,홍종표,IF,plate_discipline,8,9,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50600,NC 다이노스,홍종표,IF,bat_control,7,9,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50600,NC 다이노스,홍종표,IF,timing,7,9,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50600,NC 다이노스,홍종표,IF,speed,12,13,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50600,NC 다이노스,홍종표,IF,baserunning_judgment,11,12,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
54908,NC 다이노스,고승완,OF,contact,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
54908,NC 다이노스,고승완,OF,power,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
54908,NC 다이노스,고승완,OF,plate_discipline,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
54908,NC 다이노스,고승완,OF,bat_control,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
54908,NC 다이노스,고승완,OF,speed,12,11,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
63963,NC 다이노스,권희동,OF,plate_discipline,19,18,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69980,NC 다이노스,김범준,OF,contact,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69980,NC 다이노스,김범준,OF,power,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69980,NC 다이노스,김범준,OF,plate_discipline,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69980,NC 다이노스,김범준,OF,bat_control,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
79215,NC 다이노스,박건우,OF,contact,18,17,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
79215,NC 다이노스,박건우,OF,power,16,15,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
79215,NC 다이노스,박건우,OF,plate_discipline,16,15,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
79215,NC 다이노스,박건우,OF,bat_control,17,16,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
79215,NC 다이노스,박건우,OF,timing,16,15,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
79215,NC 다이노스,박건우,OF,speed,13,12,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
79215,NC 다이노스,박건우,OF,baserunning_judgment,11,12,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50996,NC 다이노스,박시원,OF,contact,7,9,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50996,NC 다이노스,박시원,OF,power,9,10,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50996,NC 다이노스,박시원,OF,plate_discipline,9,10,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50996,NC 다이노스,박시원,OF,bat_control,7,9,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50996,NC 다이노스,박시원,OF,timing,7,9,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50996,NC 다이노스,박시원,OF,speed,11,12,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50996,NC 다이노스,박시원,OF,baserunning_judgment,12,13,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50906,NC 다이노스,박영빈,OF,contact,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50906,NC 다이노스,박영빈,OF,power,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50906,NC 다이노스,박영빈,OF,plate_discipline,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50906,NC 다이노스,박영빈,OF,bat_control,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
50906,NC 다이노스,박영빈,OF,speed,12,11,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69203,NC 다이노스,송승환,OF,contact,9,10,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69203,NC 다이노스,송승환,OF,power,9,10,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69203,NC 다이노스,송승환,OF,plate_discipline,8,9,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69203,NC 다이노스,송승환,OF,bat_control,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
69203,NC 다이노스,송승환,OF,timing,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
63260,NC 다이노스,이우성,OF,power,12,13,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
63260,NC 다이노스,이우성,OF,plate_discipline,12,13,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
63260,NC 다이노스,이우성,OF,timing,11,12,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
63260,NC 다이노스,이우성,OF,baserunning_judgment,10,12,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
67905,NC 다이노스,천재환,OF,contact,11,12,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
67905,NC 다이노스,천재환,OF,timing,11,12,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
67905,NC 다이노스,천재환,OF,speed,15,14,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
67905,NC 다이노스,천재환,OF,baserunning_judgment,12,14,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
66606,NC 다이노스,최원준,OF,contact,12,13,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
66606,NC 다이노스,최원준,OF,power,11,12,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
66606,NC 다이노스,최원준,OF,plate_discipline,9,10,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
66606,NC 다이노스,최원준,OF,bat_control,13,14,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
66606,NC 다이노스,최원준,OF,timing,11,13,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
66606,NC 다이노스,최원준,OF,baserunning_judgment,10,13,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
64101,NC 다이노스,한석현,OF,power,14,13,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
64101,NC 다이노스,한석현,OF,plate_discipline,12,11,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
64101,NC 다이노스,한석현,OF,timing,11,10,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
64101,NC 다이노스,한석현,OF,speed,11,12,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
64101,NC 다이노스,한석현,OF,baserunning_judgment,11,12,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
65933,NC 다이노스,구창모,P,pitcher_stuff,14,13,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
65933,NC 다이노스,구창모,P,pitcher_command,14,13,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
65933,NC 다이노스,구창모,P,pitcher_movement,15,13,-2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
65933,NC 다이노스,구창모,P,pitcher_stamina,14,12,-2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
65933,NC 다이노스,구창모,P,pitcher_pitchability,18,14,-4,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
65933,NC 다이노스,구창모,P,pitcher_strikeout,19,15,-4,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
65933,NC 다이노스,구창모,P,pitcher_walk_control,17,14,-3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
65933,NC 다이노스,구창모,P,pitcher_composure,17,14,-3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
52995,NC 다이노스,김녹원,P,pitcher_stuff,6,8,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
52995,NC 다이노스,김녹원,P,pitcher_command,6,8,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
52995,NC 다이노스,김녹원,P,pitcher_movement,4,7,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
52995,NC 다이노스,김녹원,P,pitcher_stamina,14,13,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
52995,NC 다이노스,김녹원,P,pitcher_pitchability,2,6,4,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
52995,NC 다이노스,김녹원,P,pitcher_strikeout,1,5,4,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
52995,NC 다이노스,김녹원,P,pitcher_walk_control,2,6,4,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
52995,NC 다이노스,김녹원,P,pitcher_composure,3,7,4,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
54913,NC 다이노스,김민규,P,pitcher_command,9,10,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
54913,NC 다이노스,김민규,P,pitcher_stamina,8,9,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
54913,NC 다이노스,김민규,P,pitcher_pitchability,9,10,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
54913,NC 다이노스,김민규,P,pitcher_strikeout,7,9,2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
54913,NC 다이노스,김민규,P,pitcher_walk_control,8,9,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
54913,NC 다이노스,김민규,P,pitcher_composure,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
68900,NC 다이노스,김영규,P,pitcher_stuff,12,13,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
68900,NC 다이노스,김영규,P,pitcher_command,12,13,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
68900,NC 다이노스,김영규,P,pitcher_movement,14,13,-1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
68900,NC 다이노스,김영규,P,pitcher_stamina,10,11,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
68900,NC 다이노스,김영규,P,pitcher_pitchability,13,14,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
68900,NC 다이노스,김영규,P,pitcher_strikeout,11,12,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
68900,NC 다이노스,김영규,P,pitcher_walk_control,12,13,1,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
68900,NC 다이노스,김영규,P,pitcher_composure,17,15,-2,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
64580,NC 다이노스,김재열,P,pitcher_stuff,7,10,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
64580,NC 다이노스,김재열,P,pitcher_command,6,9,3,KBO_2024_2025,kbo-player-abilities-2024-2025-v1
